arm	inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in	stratum
decoy	NPAGDVCDWIYMMC-IZPLOLCNSA-N	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O	chembl_phase3	CHEMBL757	CC BY-SA 3.0	2026-09-25	274.4	3.489	1	2	37.3	0	20	46	4	0.833	0	0	0	coadd:CHEMBL757	druglike
decoy	CFJMRBQWBDQYMK-UHFFFAOYSA-N	CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	chembl_approved	CHEMBL73234	CC BY-SA 3.0	2026-09-25	333.47	3.4	0	4	38.77	10	24	55	2	0.65	0	0	0	chembl_approved:CHEMBL1256696	druglike
decoy	GGXICVAJURFBLW-CEYXHVGTSA-N	CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O	chembl_approved	CHEMBL1051	CC BY-SA 3.0	2026-09-25	432.6	4.186	3	5	86.99	13	31	71	2	0.654	0	0	0	coadd:CHEMBL1051	druglike
decoy	COLCNDRDBCLVOC-ICSRJNTNSA-N	Cc1nc[nH]c1CN1CCN(C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](Cc2ccccc2)C1=O	chembl_phase1	CHEMBL3218390	CC BY-SA 3.0	2026-09-25	441.53	2.183	3	4	118.63	8	32	63	3	0.478	0	0	0		druglike
decoy	VCPBYLUDWGYFIQ-UHFFFAOYSA-N	CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Cc1ccccc1	chembl_phase2	CHEMBL2106072	CC BY-SA 3.0	2026-09-25	362.45	2.835	3	4	109.49	8	25	47	2	0.278	0	0	0		druglike
decoy	DYVLXWPZFQQUIU-WGNDVSEMSA-N	CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@]5(CNc6c5ccc5c6OC=CC(C)(C)O5)C[C@@]41CN2CC[C@@]3(C)O	chembl_phase2	CHEMBL2103805	CC BY-SA 3.0	2026-09-25	479.62	3.27	2	6	74.27	0	35	72	8	0.679	0	0	0		druglike
decoy	QIRAYNIFEOXSPW-UHFFFAOYSA-N	CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	chembl_phase2	CHEMBL368591	CC BY-SA 3.0	2026-09-25	311.47	4.084	1	2	23.47	7	23	52	2	0.429	0	0	0		druglike
decoy	PKFMVIASFQZQSY-RKDXNWHRSA-N	COc1ncc(C(=O)N[C@@H]2COCC[C@H]2O)cn1	coadd	CHEMBL4565761	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	253.26	-0.635	2	6	93.57	3	18	33	2	0.545	0	0	0		druglike
decoy	ORXQGKIUCDPEAJ-YRNVUSSQSA-N	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1	chembl_phase2	CHEMBL253896	CC BY-SA 3.0	2026-09-25	354.4	4.217	3	5	86.99	6	26	48	2	0.19	0	0	0		druglike
decoy	CLEDYXXBPZCGOA-WDNCENIBSA-N	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1cncc(Oc2ccc(F)cc2)c1)C1CCCCC1	ippidb	41	Institut Pasteur, no licence stated, academic-open	2026-09-25	482.6	4.35	2	5	83.56	8	35	70	4	0.519	0	0	0		druglike
decoy	COIODCKGFKCMKH-UHFFFAOYSA-N	Cn1cnc(S(=O)(=O)NCCc2cccnc2)c1Cl	coadd	CHEMBL4524721	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	300.77	0.989	1	4	76.88	5	19	32	2	0.273	0	0	0		druglike
decoy	WIIAMRXFUJLYEF-SNVBAGLBSA-N	COC(=O)c1nc(C(F)(F)F)n2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2	chembl_phase3	CHEMBL4297435	CC BY-SA 3.0	2026-09-25	464.37	2.408	1	5	90.45	5	32	50	3	0.421	0	0	0		druglike
decoy	UWJBYNLLMAPJMM-UHFFFAOYSA-N	O=c1c(O)c(-c2ccc(O)c(OP(=O)(O)O)c2)oc2cc(O)cc(O)c12	chembl_phase2	CHEMBL4297397	CC BY-SA 3.0	2026-09-25	382.22	1.754	6	8	177.89	3	26	37	3	0.0	0	1	0		druglike
decoy	NOAPVKQSSCRBKE-KRWDZBQOSA-N	C[C@H](N)C(=O)Nc1nc(-c2ccc(Cc3ccccc3)cc2)c(-c2ccccc2)s1	ippidb	1500	Institut Pasteur, no licence stated, academic-open	2026-09-25	413.55	5.354	2	4	68.01	6	30	53	4	0.12	0	1	0		druglike
decoy	GVHKSMYWAFEEBI-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)SCc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1	chembl_phase2	CHEMBL2106942	CC BY-SA 3.0	2026-09-25	464.97	5.698	0	5	61.19	6	32	53	4	0.16	0	1	0		druglike
decoy	AKIJUIPLDPPIED-UHFFFAOYSA-N	CCCS(=O)(=O)NCCN1CCN(C)CC1	coadd	CHEMBL4520229	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	249.38	-0.437	1	4	52.65	6	16	39	1	1.0	0	0	0		druglike
decoy	BYNQFCJOHGOKSS-UHFFFAOYSA-N	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1	chembl_phase2	CHEMBL1232142	CC BY-SA 3.0	2026-09-25	255.1	4.491	1	2	29.46	2	16	24	2	0.0	0	0	0		druglike
decoy	GXXFECFLKWGTNP-UHFFFAOYSA-N	Fc1cnc(N2CCNCC2)nc1	coadd	CHEMBL4542429	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	182.2	0.025	1	4	41.05	1	13	24	2	0.5	0	0	0		druglike
decoy	ABNXKGFLZFSILK-MOPGFXCFSA-N	O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1	chembl_phase2	CHEMBL87728	CC BY-SA 3.0	2026-09-25	416.52	1.732	3	5	111.63	8	30	62	3	0.636	0	0	0		druglike
decoy	RMVSZKVCGGXREW-UHFFFAOYSA-N	COc1ccc(CN2C(=O)C(C)C2(Cc2cn(C(=O)OC(C)(C)C)c3ccccc23)C(=O)OC(C)(C)C)cc1	coadd	CHEMBL4580875	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	534.65	5.735	0	6	87.07	6	39	77	4	0.452	0	2	0		druglike
decoy	YTUMWOBUZOYYJQ-UHFFFAOYSA-N	CC(C(=O)O)c1ccc(C2CCCCC2)cc1	chembl_phase2	CHEMBL244138	CC BY-SA 3.0	2026-09-25	232.32	3.922	1	1	37.3	3	17	37	2	0.533	0	0	0		druglike
decoy	UHQFBTAJFNVZIV-UHFFFAOYSA-N	c1cc(-c2nc3cc(-c4ccc5[nH]c(-c6ccncc6)nc5c4)ccc3[nH]2)ccn1	chembl_phase3	CHEMBL3753858	CC BY-SA 3.0	2026-09-25	388.43	5.23	2	4	83.14	3	30	46	6	0.0	0	1	0		druglike
decoy	ITVYGUGIQDTXLO-UHFFFAOYSA-N	CC(C)(C#N)CCCSc1cnn[nH]1	coadd	CHEMBL4522783	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	210.31	2.227	1	4	65.36	5	14	28	1	0.667	0	0	0		druglike
decoy	ZWLYHYSXVKYCIB-VXKWHMMOSA-N	CCc1ccc([C@H]2C(=O)Nc3ccc(I)cc3C(=O)N2[C@H](C(=O)O)c2ccccc2)cc1	ippidb	183	Institut Pasteur, no licence stated, academic-open	2026-09-25	540.36	4.815	2	3	86.71	5	32	53	4	0.16	0	1	0		druglike
decoy	NDXFLHPUUKVXLQ-UHFFFAOYSA-N	CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC	chembl_phase2	CHEMBL2105590	CC BY-SA 3.0	2026-09-25	500.54	3.973	4	7	134.86	9	32	57	2	0.263	0	1	0		druglike
decoy	CNIJVNPIIHWRRP-WKDCXCOVSA-N	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2COC3(CCN(c4ccc(Cl)cc4)CC3)O2)[C@H]1c1cccc([N+](=O)[O-])c1	chembl_phase2	CHEMBL2106056	CC BY-SA 3.0	2026-09-25	598.05	4.611	1	10	129.47	7	42	74	5	0.4	0	1	0		druglike
decoy	YMXDNHQKJGJSQW-UHFFFAOYSA-N	Cc1ccc(-c2nc(-c3nn[nH]n3)c(-c3cccc(Cl)c3)n2-c2cc(Cl)ccc2C)cc1C	ippidb	1235	Institut Pasteur, no licence stated, academic-open	2026-09-25	475.38	6.618	1	4	72.28	4	33	53	5	0.12	0	1	0		druglike
decoy	XHQPPAWVXJBMRK-UHFFFAOYSA-N	CCSc1nc(O)cc(O)n1	coadd	CHEMBL1906094	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	172.21	1.0	2	5	66.24	2	11	19	1	0.333	0	0	0		druglike
decoy	LJCANTASZGYJLG-UHFFFAOYSA-N	CCn1c2ccccc2c2cc(-n3nncc3-c3ccccc3)ccc21	chembl_phase1	CHEMBL5290216	CC BY-SA 3.0	2026-09-25	338.41	5.062	0	2	35.64	3	26	44	5	0.091	0	1	0		druglike
decoy	HRYYDNAJRUXAJE-TUUVXOQKSA-N	C[C@H](N)C(=O)N[C@H]1CC[C@H]2CC[C@@H](C(=O)NCc3ccccc3)N2C1=O	ippidb	605	Institut Pasteur, no licence stated, academic-open	2026-09-25	358.44	0.288	3	4	104.53	5	26	52	3	0.526	0	0	0		druglike
decoy	YJZJEQBSODVMTH-UHFFFAOYSA-N	O=NN(CCCl)C(=O)NCCO	chembl_phase2	CHEMBL284907	CC BY-SA 3.0	2026-09-25	195.61	-0.09	2	4	82.0	5	12	22	0	0.8	0	0	0		druglike
decoy	GWUMOYRYGZWMSL-CABCVRRESA-N	CNC(=O)c1cc(OC)c(O[C@@H](C)C(=O)N2CCN(c3n[nH]c4ccccc34)C[C@H]2C)cn1	ippidb	1196	Institut Pasteur, no licence stated, academic-open	2026-09-25	452.52	1.831	2	7	112.68	6	33	61	4	0.391	0	0	0		druglike
decoy	FIKYECRHLXONOX-UHFFFAOYSA-N	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1	chembl_phase2	CHEMBL304639	CC BY-SA 3.0	2026-09-25	555.82	5.981	2	6	122.72	8	35	55	5	0.208	0	2	0		druglike
decoy	BXCHTLMFBBEGGC-UHFFFAOYSA-N	COc1ccc(Cl)cc1-c1c(-c2nn[nH]n2)nc(-c2ccc(C)c(C)c2)n1-c1cc(Cl)ccc1C	ippidb	447	Institut Pasteur, no licence stated, academic-open	2026-09-25	505.41	6.627	1	5	81.51	5	35	57	5	0.154	0	2	0		druglike
decoy	ZZKNRXZVGOYGJT-UHFFFAOYSA-N	O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O	chembl_phase2	CHEMBL37681	CC BY-SA 3.0	2026-09-25	255.12	-1.792	5	4	161.23	6	16	26	0	0.5	0	0	0		druglike
decoy	NJHITNNANZJYHI-UHFFFAOYSA-N	N#Cc1c(-c2cc(Cl)ccc2Cl)cc(-c2cc(C3CCCCC3)ccc2O)[nH]c1=O	ippidb	1949	Institut Pasteur, no licence stated, academic-open	2026-09-25	439.34	6.641	2	3	76.88	3	30	50	4	0.25	0	1	0		druglike
decoy	DMEYZPJEFHGESJ-CPWLGJMPSA-M	O=C([O-])C1=CS[C@@H]2/C(=C\c3cn4c(n3)COCC4)C(=O)N12	chembl_phase1	CHEMBL4297265	CC BY-SA 3.0	2026-09-25	304.31	-0.697	0	6	87.49	2	21	31	4	0.308	0	0	0		druglike
decoy	UQZCQKXJAXKZQH-LBPRGKRZSA-N	C[C@@H](COCCC(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)Nc1cn[nH]c(=O)c1C(F)(F)F	chembl_phase1	CHEMBL5095043	CC BY-SA 3.0	2026-09-25	523.44	2.153	2	8	116.34	8	36	59	3	0.55	0	1	0		druglike
decoy	LUWQOLUBBVTNCZ-FNORWQNLSA-N	O=C(/C=C/c1ccc(Sc2cccc(OCc3ccncc3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1	ippidb	880	Institut Pasteur, no licence stated, academic-open	2026-09-25	568.54	6.721	0	5	51.66	7	39	61	4	0.259	0	2	0		druglike
decoy	ZWYOHVUUYAVHLC-KVVBJTDHSA-N	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3cc(F)ccc13)CN2C(=O)C(F)(F)F)C1CCCCC1	ippidb	448	Institut Pasteur, no licence stated, academic-open	2026-09-25	565.61	3.438	3	4	97.54	6	40	75	5	0.607	0	1	0		druglike
decoy	PJQOITFBTRDYKI-UHFFFAOYSA-N	COc1ccccc1CNC(=O)Cn1nc2c(N3CCSCC3)nccn2c1=O	coadd	CHEMBL4533344	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	414.49	0.769	1	7	93.76	6	29	51	4	0.368	0	0	0		druglike
decoy	GNFYUMDTXAXKFG-IKHSWBDUSA-N	COc1ccc([C@@H]2C3=C(N=c4s/c(=C\c5ccc(OCc6cccc(C(=O)O)c6)c(OC)c5)c(=O)n42)c2ccccc2CC3)cc1	ippidb	249	Institut Pasteur, no licence stated, academic-open	2026-09-25	630.72	5.613	1	7	99.35	8	46	76	7	0.162	0	2	0		druglike
decoy	QITPQJKWDAOVHP-UHFFFAOYSA-N	O=C(O)C1OCC2(CO1)COC(C(=O)O)OC2	coadd	CHEMBL1703042	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	248.19	-1.112	2	6	111.52	2	17	29	2	0.778	0	0	0		druglike
decoy	WBSXKVRTVMHGNY-BZZHFGAJSA-N	O=C(/C=C/c1ccc(Sc2cccc(O[C@H]3CC[C@@H](C(=O)O)CC3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1	ippidb	1162	Institut Pasteur, no licence stated, academic-open	2026-09-25	603.58	6.77	1	5	76.07	7	41	68	4	0.429	0	2	0		druglike
decoy	TYEKMRFDECJMAW-UHFFFAOYSA-N	c1ccc2c(-n3cc(CN4CCCNCCN(Cc5cn(-c6cccc7ccccc67)nn5)CCCNCC4)nn3)cccc2c1	coadd	CHEMBL4537745	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	614.8	4.432	2	8	91.96	6	46	88	7	0.333	0	1	0		druglike
decoy	GIAUJOMDUOPYLU-XFCBJTKFSA-N	CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCCCC1	ippidb	2079	Institut Pasteur, no licence stated, academic-open	2026-09-25	525.69	1.975	3	6	103.01	7	38	81	5	0.69	0	1	0		druglike
decoy	OWWLUIWOFHMHOQ-XGHATYIMSA-N	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1	chembl_approved	CHEMBL1200722	CC BY-SA 3.0	2026-09-25	602.91	3.634	0	6	59.08	4	43	105	6	0.943	0	1	0	chembl_approved:CHEMBL1201206	druglike
decoy	NVBCATDOLBSLLJ-UHFFFAOYSA-N	CCCCc1ccc(-c2cc(C(=O)O)cc(-c3ccc(Cl)cc3)n2)cc1	coadd	CHEMBL45841	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	365.86	6.11	1	2	50.19	6	26	46	3	0.182	0	1	0		druglike
decoy	VVWLHUXTBJWIOB-JLTRQRTNSA-N	COC[C@H]1CC[C@@H]2C1=C[C@]1(C)C(=C(C(C)C)[C@@H]3CCO[C@@H]31)[C@@H](O[C@H]1O[C@@H]3COC(C)(C)O[C@H]3[C@H](O)[C@H]1O)[C@H](O)[C@@H]2C	ippidb	2029	Institut Pasteur, no licence stated, academic-open	2026-09-25	578.74	2.957	3	9	116.07	5	41	91	6	0.875	0	1	0		druglike
decoy	OGSBUKJUDHAQEA-WMCAAGNKSA-N	C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	chembl_approved	CHEMBL1201746	CC BY-SA 3.0	2026-09-25	477.48	0.982	5	9	207.3	10	35	58	3	0.261	0	0	0		druglike
decoy	ACEPRGXMVXFNRW-RDKBUKGGSA-N	CCC(c1ccc(C)cn1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1	ippidb	2295	Institut Pasteur, no licence stated, academic-open	2026-09-25	525.48	7.386	1	3	70.5	7	36	66	4	0.345	0	2	0		druglike
decoy	PPQNQXQZIWHJRB-UHFFFAOYSA-N	Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3	coadd	CHEMBL40583	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	268.36	5.553	0	0	0.0	0	21	37	5	0.143	0	1	0		druglike
decoy	IAAIGCGTGAJLIA-FHBFZVEGSA-N	C[C@H]1CC[C@H](Oc2ccccc2Sc2ccc(/C=C/C(=O)N3CCOCC3)c(C(F)(F)F)c2C(F)(F)F)CC1	ippidb	1158	Institut Pasteur, no licence stated, academic-open	2026-09-25	573.6	7.705	0	4	38.77	6	39	68	4	0.464	0	2	0		druglike
decoy	QOUIVZIZMDEBJC-YTMVLYRLSA-N	CCCCc1ccc(NC(=O)Nc2ccc(O[C@H]3CCCC[C@@H]3N(C)c3ccccc3)c(F)c2)cc1	coadd	CHEMBL3637912	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	489.64	7.639	2	3	53.6	9	36	72	4	0.367	0	1	0	mmv_pathogen_box:CHEMBL3637912	druglike
decoy	SMUUKZTVPGSBEE-UHFFFAOYSA-N	Nc1nnc(-c2nc(C3CCCCC3)n(-c3c(CC(=O)NC4CCCCC4)ccc(Cl)c3F)c2-c2ccc(F)c(Cl)c2)o1	ippidb	1136	Institut Pasteur, no licence stated, academic-open	2026-09-25	629.54	7.796	2	6	111.86	7	43	75	6	0.419	0	2	0		druglike
decoy	SKDYLCZPJKRLHY-MHZLTWQESA-N	Nc1cc(C2(N3C(=O)c4cc(I)ccc4N(CCN4CCOCC4)C(=O)[C@@H]3c3ccc(Cl)cc3)CC2)ccc1Cl	ippidb	912	Institut Pasteur, no licence stated, academic-open	2026-09-25	691.4	5.732	1	5	79.11	6	40	69	6	0.333	0	2	0		druglike
decoy	ODKSFYDXXFIFQN-BYPYZUCNSA-N	N=C(N)NCCC[C@H](N)C(=O)O	chembl_approved	CHEMBL1200381	CC BY-SA 3.0	2026-09-25	174.2	-1.338	5	3	125.22	5	12	26	0	0.667	0	0	0	chembl_phase2:CHEMBL6067996;chembl_phase2:CHEMBL6068508;chembl_phase3:CHEMBL1485;chembl_phase3:CHEMBL2104514	druglike
decoy	UCQSBGOFELXYIN-UHFFFAOYSA-N	CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1	chembl_phase2	CHEMBL22055	CC BY-SA 3.0	2026-09-25	667.74	6.522	2	6	97.6	10	48	79	6	0.139	0	2	0		druglike
decoy	FBLKQHCNHSWGPU-UHFFFAOYSA-N	Cc1cc2cc3c(=O)[nH]c(=O)cc-3n(CC(O)C(O)C(O)CO)c2cc1C	coadd	CHEMBL1876238	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	374.39	-0.514	5	6	135.78	5	27	49	3	0.368	0	0	0		druglike
decoy	DBUSEADEVKSVOU-SSEXGKCCSA-N	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4cccc(Cl)c4)CC3)cc2)cc1[N+](=O)[O-]	ippidb	630	Institut Pasteur, no licence stated, academic-open	2026-09-25	737.35	6.214	2	10	128.13	15	50	91	5	0.306	0	2	0		druglike
decoy	FPQLXWGSGNEDCF-UHFFFAOYSA-N	c1ccc2c(c1)[nH]c1c3ccccc3sc21	coadd	CHEMBL1490022	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	223.3	4.536	1	1	15.79	0	16	25	4	0.0	0	0	0		druglike
decoy	SMQYDTWNUNHOFH-WJOKGBTCSA-N	Cc1ccccc1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1	ippidb	964	Institut Pasteur, no licence stated, academic-open	2026-09-25	716.93	5.869	2	10	128.13	15	50	94	5	0.324	0	2	0		druglike
decoy	YRNAHKPMDMVFMV-GMICYETFSA-N	CC1=C(/C=C/C(C)=C/C=C/c2ccc(C(=O)O)cc2)C(C)(C)CCC1	chembl_phase2	CHEMBL39861	CC BY-SA 3.0	2026-09-25	336.48	6.427	1	1	37.3	5	25	53	2	0.348	0	1	0		druglike
decoy	ZAEVKSGPTHHRFD-VXGBXAGGSA-N	CN(C)S(=O)(=O)N1C[C@@H](CN2CCOCC2)[C@@H](CO)C1	coadd	CHEMBL4550748	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	307.42	-1.335	1	5	73.32	5	20	45	2	1.0	0	0	0		druglike
decoy	RGBXXQNFNMCTOB-AATRIKPKSA-N	COCCOC1CCN(CCNC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(/C=C/c5ccc(OC)cc5)cc4)cn3C)cn2C)CC1	coadd	CHEMBL4570386	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	682.82	4.904	3	7	128.09	15	50	96	5	0.342	0	1	0		druglike
decoy	ZNEWHQLOPFWXOF-UHFFFAOYSA-M	O=S(=O)([O-])CCS	chembl_approved	CHEMBL975	CC BY-SA 3.0	2026-09-25	141.19	-0.539	1	4	57.2	2	7	12	0	1.0	0	0	0	coadd:CHEMBL975	druglike
decoy	FHIDNBAQOFJWCA-UAKXSSHOSA-N	O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F	chembl_phase2	CHEMBL54918	CC BY-SA 3.0	2026-09-25	262.19	-2.713	4	6	124.78	2	18	29	2	0.556	0	0	0		druglike
decoy	PKXWXHGLEXOSQK-UHFFFAOYSA-N	CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1	chembl_phase2	CHEMBL2107536	CC BY-SA 3.0	2026-09-25	419.53	-0.017	0	5	88.61	6	30	63	3	0.7	0	0	0		druglike
decoy	KUUYAEZGPLGUAU-UHFFFAOYSA-N	Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(Cl)cc4Cl)cn3C)cn2C)cc1C(=O)NCCN1CCOCC1	coadd	CHEMBL4525707	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	669.57	3.828	4	6	143.66	10	46	80	5	0.29	0	1	0		druglike
decoy	ZNOVTXRBGFNYRX-STQMWFEESA-N	CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	chembl_approved	CHEMBL1231574	CC BY-SA 3.0	2026-09-25	459.46	-0.258	7	9	202.77	9	33	58	3	0.35	0	1	0		druglike
decoy	ZUOUZKKEUPVFJK-UHFFFAOYSA-N	c1ccc(-c2ccccc2)cc1	ippidb	1918	Institut Pasteur, no licence stated, academic-open	2026-09-25	154.21	3.354	0	0	0.0	1	12	22	2	0.0	0	0	0		druglike
decoy	YSUBQYRZZFVMTL-YNDGFOBUSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(/N=C/c4ccco4)C3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	chembl_phase2	CHEMBL3989440	CC BY-SA 3.0	2026-09-25	570.58	1.139	4	9	185.09	7	40	66	5	0.36	0	1	0		druglike
decoy	NXHAXEBZOXCDKD-XIXRRVGJSA-L	CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21	chembl_phase2	CHEMBL261244	CC BY-SA 3.0	2026-09-25	530.43	0.534	2	11	184.84	8	37	60	5	0.364	0	2	0		druglike
decoy	VTCJNYICQADBJD-UHFFFAOYSA-N	Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(C(=O)Nc5c(C)cccc5F)sc4-c4ccccc43)cc2)c1	chembl_phase2	CHEMBL4291143	CC BY-SA 3.0	2026-09-25	715.85	7.89	2	7	103.87	6	52	90	8	0.268	0	2	0		druglike
decoy	ULWHWCKQINGKAY-UHFFFAOYSA-N	Cc1nc(N)sc1C#N	coadd	CHEMBL4570412	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	139.18	0.905	1	4	62.7	0	9	14	1	0.2	0	0	0		druglike
decoy	WZESQBIPMBSRTJ-YVIUUZNPSA-N	CC[C@@H]1CN2CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C[C@@H](C2)C1O	chembl_phase2	CHEMBL3990345	CC BY-SA 3.0	2026-09-25	810.99	3.847	3	12	154.1	7	59	117	9	0.587	0	2	0		druglike
decoy	IDINUJSAMVOPCM-UHFFFAOYSA-N	N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN	chembl_phase1	CHEMBL2356648	CC BY-SA 3.0	2026-09-25	387.53	-1.311	8	6	178.38	17	27	64	0	0.824	0	1	0	chembl_phase3:CHEMBL406117	druglike
decoy	FEWJPZIEWOKRBE-UHFFFAOYSA-N	O=C(O)C(O)C(O)C(=O)O	chembl_phase2	CHEMBL2105671	CC BY-SA 3.0	2026-09-25	150.09	-2.123	4	4	115.06	3	10	16	0	0.5	0	0	0		druglike
